id,media_type,title,original_title,release_date,vote_average,vote_count,popularity,overview,original_language,genres,poster_url,cast,trailer_url,scraped_at,category,popularity_normalized,rating_normalized,page_batch
1320006,movie,PH-1,PH-1,2026-04-10,0.0,0,1.3167,"A promising politician is held hostage in his luxurious penthouse by a remote captor, forced to watch his life destroyed by social and conventional media as he tries to figure out who is behind it and why.",en,"Mystery, Thriller",https://image.tmdb.org/t/p/w500/48TxLIqGgmJ0R2xt5rZ9hFtSfya.jpg,"Mark Kassen, Abubakar Salim, Jesse L. Martin, Dina Shihabi, Vinessa Shaw, Sarah Adina, Rebecca Amzallag, Greg Tuculescu",https://www.youtube.com/watch?v=CSU9c8O2ud8,2026-05-08,new_release,0.0019168918592584983,0.0,3
1421977,movie,Fantasy Life,Fantasy Life,2026-03-27,6.0,1,1.1875,"An anxious New York law school dropout stumbles into a job babysitting his psychiatrist's three granddaughters and falls for the girls' mother, an actress in a rocky marriage.",en,"Comedy, Romance, Drama",https://image.tmdb.org/t/p/w500/e0qtdCm7TJGRfMv0tmdP8DsOy3U.jpg,"Amanda Peet, Matthew Shear, Alessandro Nivola, Judd Hirsch, Bob Balaban, Andrea Martin, Zosia Mamet, Jessica Harper",https://www.youtube.com/watch?v=r3fIf8RnxBs,2026-05-08,new_release,0.0017149492400345928,0.6,3
1464795,movie,Daadi Ki Shaadi,दादी की शादी,2026-05-08,0.0,0,1.4623,A grandmother’s mishap with a social media post causes consternation amongst her children and threatens the prospect of her granddaughter’s wedding.,hi,"Comedy, Drama, Family",https://image.tmdb.org/t/p/w500/hKbQjE5ZcZUpuzApEjyoVCUWwdx.jpg,"Kapil Sharma, Neetu Singh, Sadia Khateeb, Riddhima Kapoor Sahni, R. Sarathkumar, Yashpal Sharma, Yograj Singh, Deepak Dutta",https://www.youtube.com/watch?v=q2zwd3OVcnM,2026-05-08,new_release,0.0021444680617275437,0.0,3
1498729,movie,Brunello: The Gracious Visionary,Brunello - Il visionario garbato,2026-04-14,10.0,1,0.8815,"A farmer's son transforms into a fashion mogul, building a billion-dollar luxury empire while staying true to his humanistic values and commitment to ethical business practices and fine craftsmanship.",it,"Documentary, Drama",https://image.tmdb.org/t/p/w500/mfHJJaDw7g0DCGZ18v4LafwAEIw.jpg,"Brunello Cucinelli, Oprah Winfrey, Liu Tao, Reid Hoffman, Gianluca Vacchi, Padre Cassian Folsom, Nick Sullivan, Stefano Domenicali",https://www.youtube.com/watch?v=JLa4t3VVyTU,2026-05-08,new_release,0.0012366640892411316,1.0,3
1448439,movie,Papa Bear,Мой папа — медведь,2026-04-03,0.0,0,0.7742,"When spirited troublemaker Maria pushes her overwhelmed father too far, he takes her to their remote family cabin, hoping a dose of wilderness will teach her discipline. But after a mysterious forest encounter turns him into a bear, Mila must protect her Papa Bear from a local hunter. As the two navigate hilarious mishaps and unexpected bonding, they discover that the wild has a way of bringing families closer—one bear hug at a time.",ru,"Comedy, Family, Fantasy",https://image.tmdb.org/t/p/w500/rEHHLZ8z46tB037UZ9ZizuDx20z.jpg,"Eva Smirnova, Boris Dergachev, Roman Kurtsyn, Aleksandr Golovin, Andrey Pynzaru, Andrey Oliferenko, Anna Sudas, Galina Berezhnaya",https://www.youtube.com/watch?v=ViqxJgfrNxs,2026-05-08,new_release,0.0010689516817896992,0.0,4
1537617,movie,"Frankie, Maniac Woman","Frankie, Maniac Woman",2026-04-24,0.0,0,0.9522,"Battling against the legacy of childhood trauma, internalised misogyny, and the image-obsessed fat shaming of the LA music business, aspiring singer-songwriter Frankie Ramirez finally snaps, with bloody results.",en,"Horror, Comedy",https://image.tmdb.org/t/p/w500/6EgLObKSdWIWZGRVVTsf4VNzoBc.jpg,"Dina Silva, Pierre Tsigaridis, Stefanie Estes, Rocío de la Grana, Ian Michaels, Tim Fox, Jordan DeBarge, Daniella Mendoza",https://www.youtube.com/watch?v=CjzLUyf4U7g,2026-05-08,new_release,0.0013471698414015817,0.0,4
1448266,movie,The Catcher,The Catcher,2026-04-18,0.0,0,0.8994,"Robin, a lonely young man, works for the government as a catcher of invisible birds.",nl,"Drama, Thriller, Mystery",https://image.tmdb.org/t/p/w500/sHlCqBrv8AWtqEiqSFcT3oTXpxF.jpg,"Emil Leysen, Mieke De Groote, Kris Cuppens, Damla Cengiz",https://www.youtube.com/watch?v=kEMOXVxw7Ng,2026-05-08,new_release,0.0012646422075391806,0.0,4
1641164,movie,Infestation,Infestation,2026-05-01,0.0,0,1.0812,"Jason, a man burdened with the care of his abusive, dementia ridden mother, takes a job as an exterminator. He steals something from his client, who turns out to be a witch, and suffers the consequences.",en,Horror,https://image.tmdb.org/t/p/w500/1NlDBu0BlZTYfrgElEukArMjES5.jpg,"Kyle Kouri, Sarah Voigt, Calvin Seabrooks, Katherine Rodriguez",https://www.youtube.com/watch?v=h-lIq3UvNtQ,2026-05-08,new_release,0.001548799855951766,0.0,4
1659690,movie,The Secret Between Us,The Secret Between Us,2026-04-03,0.0,0,1.0686,A man admired for his integrity watches his perfect life unravel when an unexpected visitor shows up at his front door and forces him to confront the painful consequences of his past betrayal.,en,"Drama, Family",https://image.tmdb.org/t/p/w500/9R8k8Znr9GOb7AbekbdJ0OIVnOU.jpg,"Karen Abercrombie, Lisa Arrindell, Reggie Currelley, Denzell Dandridge, Vickie Eng, Laura Fairchild, Tommy McNulty, Destinee Monét",https://www.youtube.com/watch?v=rvXIEBmLxBo,2026-05-08,new_release,0.0015291057615073296,0.0,4
1234716,movie,Little Lamb,Little Lamb,2026-05-08,0.0,0,0.9008,"After her parents' death, Lily moves into the vacation home they left for her and discovers she's far from alone.",en,"Crime, Drama, Mystery, Thriller",https://image.tmdb.org/t/p/w500/A2FvP2IBldSnWmDe4XqiwzPO733.jpg,"Kelly Kristofferson, Deena Wade, Victor Dimotsis, Rhonan Cort, Mauve Cort, Aydin Hamami, Seren Herman, Bruce Quinn",https://www.youtube.com/watch?v=NDnKpal4EMo,2026-05-08,new_release,0.0012668304402552292,0.0,4
1616295,movie,DJ Gabe: The Movie,DJ Gabe: The Movie,2026-04-03,0.0,0,0.8028,"DJ Gabe: The Movie follows the inspiring journey of Gabriel Winters, a passionate musician known as DJ Gabe. The film explores his deep-rooted connection to music, faith, and his local community in Oregon. Through a blend of high-energy concert footage, intimate interviews, and behind-the-scenes stories, the movie celebrates the power of following one's calling and the impact of uplifting others through art and service.",en,"Music, Documentary, Family",,"Gabriel Winters, Ben Atkin, Darien Dybowski, Max Finnie, Tyrell Holden, Aaron Hubbard, Atlas Hubbard, Shannon Hubbard",https://www.youtube.com/watch?v=hguZVLMbqgk,2026-05-08,new_release,0.0011136541501318331,0.0,4
1363285,movie,Brimstone Terrace,Brimstone Terrace,2026-05-01,0.0,0,0.7852,"When a depressed public defender ends his own life, he is sentenced to an eternity in Hell. However, after Satan takes notice of his skills, he is offered an afterlife-changing deal that may not fall in line with his own values.",en,"Animation, Comedy, Drama",https://image.tmdb.org/t/p/w500/3lrAUJxKOqgkdm9797at9Aqyv6z.jpg,"Tori Kamal, Jamie Zin, Matthew J. Lindblom, Jillian Elaine, Tyler W. Moore, Jemma Bayley, Monica Honey, David J. Cantu",https://www.youtube.com/watch?v=7F45NU28GfU,2026-05-08,new_release,0.001086144938844366,0.0,4
1526387,movie,The Good Assassin,The Good Assassin,2026-05-09,0.0,0,1.0568,"A naive contract killer becomes the roommate of his apathetic target, who he must find the strength to dispose of by the end of the week or face the wrath of the highest authorities of the criminal underworld.",en,"Action, Comedy, Drama",https://image.tmdb.org/t/p/w500/tAMqVs6b57F81MAasm7oYR9JW6c.jpg,"Anthony Carastro, Matthew Wosczyna, Jordan Baer, Atlas Cannon, Andrew Darlak, Gabu Gonzalez, Dan Haubenreich, Owen Webb",https://www.youtube.com/watch?v=zOhRvhjkfXs,2026-05-08,new_release,0.0015106620857577777,0.0,4
1390944,movie,Five Stars,Five Stars,2026-04-25,0.0,0,0.7716,"A retired veteran finds transitioning into civilian life tough, when a woman with a big problem enters his RideShare begging the question, can you really escape fate?",en,"Action, Drama",https://image.tmdb.org/t/p/w500/7j18o25zkqPC0ZauUgnr0Rs4dnm.jpg,"Demetrius Joyette, Stephanie Troyak, Misha Suvorov, Brantly Compton, John Piccione, Christina Aivalis, Stoyan Yanakiev, Krasimir Guydarov",,2026-05-08,new_release,0.0010648878210313233,0.0,4
1228335,movie,The Mountain,The Mountain,2026-04-24,5.4,5,0.8746,"Sam, a fearless young girl raised outside of her Māori culture, is determined to fulfill her mission of connecting with her mountain. She hopes it can heal her from the cancer she is battling. Along the way, she meets some misfits and new kids in town, and together they journey through a difficult route, discovering the true spirit of adventure and the magic of friendship.",en,"Adventure, Drama, Family, Comedy",https://image.tmdb.org/t/p/w500/dIvD6THx7hIatXWFMaaAJr3fpwV.jpg,"Elizabeth Atkinson, Terence Daniel, Reuben Francis, Fern Sutherland, Byron Coll, Troy Kingi, Sukena Shah, Te Kāhui Tupua Taranaki Mounga",https://www.youtube.com/watch?v=uia8f7jeoms,2026-05-08,new_release,0.0012258792279977498,0.54,4
1514056,movie,Nika & Madison,Nika & Madison,2026-04-10,0.0,0,0.8085,"Fearing they won't be believed, two young Indigenous women go on the run after one's defense of the other results in a violent attack against a police officer.",en,Drama,https://image.tmdb.org/t/p/w500/j3x9UqLLhAESI75TCjOszArBHFW.jpg,"Ellyn Jade, Star Slade, Amanda Brugel, Shawn Doyle, David Reale, Gail Maurice, Jennifer Podemski",https://www.youtube.com/watch?v=QAAlkFKaUxM,2026-05-08,new_release,0.0011225633833328878,0.0,4
1360812,movie,An Autumn Summer,An Autumn Summer,2026-05-01,0.0,0,0.605,"Kevin and his girlfriend, Cody, are two months into his family's annual trip at their Northern Michigan home. Amid peaceful days and adventurous nights, Kevin and Cody awaken to reality: This time together will eventually end, and each moment may become a fleeting memory.",en,"Family, Romance",https://image.tmdb.org/t/p/w500/qiFt4nWh08FRIV1KglVwA9FtSKd.jpg,"Lukita Maxwell, Mark McKenna, Louise Barnes, Katie Baker, Tony Horton, Jun Yu, Joette Waters, Josh Rogers",,2026-05-08,new_release,0.0008044881278215501,0.0,4
1654515,movie,Bluebird,Bluebird,2026-04-17,0.0,0,0.7589,"One night, while working as a handyman at a bizarre medical facility, a lonely man named Charles meets a young woman named Chloe. The two share an immediate connection as she recounts having met him in a dream. When Chloe disappears, Charles sets out to find her in a strange world that seems intent on keeping them apart.",en,"Science Fiction, Mystery, Romance, Comedy",https://image.tmdb.org/t/p/w500/fTBJOFXQKiiZKJ4GOjwHR1aSGWI.jpg,"David McElwee, Avery Joy Davis, Tony Bertele, Mark Aaron, Dave Coyne, Christanna Rowader",https://www.youtube.com/watch?v=gHwe-qyAiO8,2026-05-08,new_release,0.0010450374242500261,0.0,4
1465827,movie,The Travel Companion,The Travel Companion,2026-04-10,0.0,0,0.7498,"Simon, a struggling documentary filmmaker, enjoys free flights courtesy of his best friend and roommate, Bruce, who works for an airline. However, when Beatrice, a more successful filmmaker, enters the picture and starts dating Bruce, Simon risks flying too close to the sun.",en,"Drama, Comedy",https://image.tmdb.org/t/p/w500/9kgNTjPBpD6eshgvgRIPD0G9wBC.jpg,"Tristan Turner, Anthony Oberbeck, Naomi Asa, Joanna Arnow, Brit Fryer, Steven Phillips-Horst, Anil Joseph, Daryush Parsi",https://www.youtube.com/watch?v=vChuYQn9K00,2026-05-08,new_release,0.0010308139115957108,0.0,4
854934,movie,Mabel,Mabel,2026-04-17,0.0,0,0.6357,"Mabel centers on Callie, whose only friends are the plants and trees that surround her home. When her dad’s job moves the family to a sterile subdivision, she is utterly isolated—except for her best friend, a potted plant named Mabel. To Callie, Mabel is a peer, a fellow being, maybe overlooked or unseen, but still very much alive.",en,Drama,https://image.tmdb.org/t/p/w500/jviTHarhjM6nOVWdQvYG8AhK0ya.jpg,"Lexi Perkel, Christine Ko, Lena Josephine Marano, Quincy Dunn-Baker, Judy Greer, Jim Santangeli",https://www.youtube.com/watch?v=TSBaAjya744,2026-05-08,new_release,0.0008524729452377569,0.0,4
1465784,movie,Jimmy & The Demons,Jimmy & The Demons,2026-04-03,0.0,0,0.707,"In this charming and profound portrait of artistic devotion, celebrated sculptor James Grashow embarks, at age 79, on a four year odyssey to complete his magnum opus: a gigantic, intricate wooden sculpture dubbed ""The Cathedral.""",en,Documentary,https://image.tmdb.org/t/p/w500/jXhCYcGpyBIvHfy16KAWbgGbC6l.jpg,"James Grashow, Guzzy Grashow",https://www.youtube.com/watch?v=mZueoBQefsM,2026-05-08,new_release,0.0009639165114193704,0.0,4
1633462,movie,Brenda,Brenda,2026-04-20,0.0,0,0.6964,"In 1994 New Orleans (right before the internet), two married weed dealers face a dilemma when their five-year-old son overhears their code name for marijuana and tries to solve the mystery of his parents’ imaginary friend. The movie shares a name with the code word: BRENDA.",en,Comedy,https://image.tmdb.org/t/p/w500/ziIt3xcJ0eykvlwtt3TYr05TsnO.jpg,"Ajay Naidu, Jamie Neumann, Heather Burns, Jay Chandrasekhar, Lucian Zanes, Donna DuPlantier, Henry Griffin, Joshua Tierney",,2026-05-08,new_release,0.000947348463712146,0.0,4
1661946,movie,Watching Mr. Pearson,Watching Mr. Pearson,2026-04-09,10.0,1,0.6213,"When a once famous actor can no longer decipher the past from the present, two devoted caretakers discover that imagination and performance may be the only way to help him reconnect with the world that's left him behind.",en,"Drama, Comedy, History",https://image.tmdb.org/t/p/w500/3tF0EtWiTRk8nWglKdHtnO7esYV.jpg,"Hugo Armstrong, Dominika Zawada, Luis Miguel Garcia Rizo, Sam Bullington, Zainab Jah, Samantha Rose Valletta, Paul Kandarian, Jeff Essex",https://www.youtube.com/watch?v=GPv04EvPenw,2026-05-08,new_release,0.0008299654087298292,1.0,4
1635425,movie,Meet Me at the Eclipse,Hẹn Em Ngày Nhật Thực,2026-05-08,7.0,1,0.5072,"In 1995, a young Catholic woman at the end of noviciate finds herself shaken by the flashbacks of a long gone first love.",vi,"Romance, Comedy, Drama",https://image.tmdb.org/t/p/w500/znbjceEmT6047Y188P5Sd8ZYyj2.jpg,"Khương Lê, Đoàn Thiên Ân, Thanh Sơn, Hứa Vĩ Văn, Lê Khanh, Kim Xuân, Hứa Minh Đạt, Lâm Vỹ Dạ",,2026-05-08,new_release,0.0006516244423718754,0.7,4
1582296,movie,Legends of the Lost Ark,Legends of the Lost Ark,2026-04-12,0.0,0,0.6362,"Chronicles archaeologist Dr. Chris McKinny’s search for the Ark of the Covenant. Supported by insights from scientists, historians, and biblical scholars, he explores three ancient legends pointing to final resting place of the iconic relic.",en,Documentary,https://image.tmdb.org/t/p/w500/uTEErm53Ej7dkE2vPWh1i5cHNL3.jpg,"Chris Mckinny, Cyndi Parker, Steven King, Jose Jaime Pinto, Camilo Sebastian Velasquez",https://www.youtube.com/watch?v=12L02ZqwW9o,2026-05-08,new_release,0.0008532544569220599,0.0,4
1661187,movie,Sam Wants Her Sweater Back,Sam Wants Her Sweater Back,2026-03-31,0.0,0,0.6197,"Three queer friends launch a half-witted heist to steal back a sweater from one of their exes. But recovering from heartbreak isn't quite the slick-lit, neon-noir adventure one of them imagines.",en,Comedy,https://image.tmdb.org/t/p/w500/3ba8uCCPTCFnkc8xmexk34stYSU.jpg,"Tasha Viets-Vanlear, Kiley B. Moore, Sam Rocha, Marlene Slaughter, Erin Diamond",https://www.youtube.com/watch?v=DCJQhOKtCTQ,2026-05-08,new_release,0.0008274645713400596,0.0,4
661603,movie,Our Land,Nuestra tierra,2026-05-01,7.4,4,0.6176,"In 2009, a man and two accomplices try to evict members of the Indigenous community of Chuschagasta in northern Argentina. Claiming ownership of the land and armed with guns, they kill the community’s leader, Javier Chocobar. The murder is caught on video. It takes nine years of protests before court proceedings are finally opened in 2018. During all this time, the killers remain free. The film combines the voices and photographs of the community with courtroom footage to explore the long history of colonialism and land dispossession that led to this crime.",es,Documentary,https://image.tmdb.org/t/p/w500/1gXQmNpaKvjskAxfHWwdpK4IeHN.jpg,,https://www.youtube.com/watch?v=yPQRXpzx55o,2026-05-08,new_release,0.0008241822222659869,0.74,4
1307029,movie,Kangaroo Island,Kangaroo Island,2026-04-24,6.7,3,0.6004,"Lou Wells has hit rock bottom after a promising start to her Hollywood career. Now broke and aimless, she reluctantly accepts a plane ticket from her estranged father, Rory to return home to South Australia’s ruggedly beautiful Kangaroo Island. As years of unresolved tension start to resurface, the reunion turns even more complicated when Lou and her sister Freya learn about Rory’s secret.",en,"Drama, Comedy",https://image.tmdb.org/t/p/w500/m8m46Kiylm7Q9rmdzafnAHRfwbk.jpg,"Rebecca Breeds, Erik Thomson, Adelaide Clemens, Joel Jackson, Louis Henbest, Julie Wood, Bodhi Palmer, Forest Palmer",https://www.youtube.com/watch?v=6eJZq51A2vQ,2026-05-08,new_release,0.0007972982203259622,0.67,4
1553990,movie,The Bad Samaritan,The Bad Samaritan,2026-04-25,0.0,0,0.587,"A bad day for Willow only gets worse, like the weather.",en,,https://image.tmdb.org/t/p/w500/pYGxoOyhGxTPC7nC54ME0zPMxwp.jpg,"Sabrina Saleha, Chauné Mountainsong",,2026-05-08,new_release,0.0007763537071866408,0.0,4
1481946,movie,Thinestra,Thinestra,2026-04-14,5.2,4,0.6237,A young woman takes a new weight-loss pill and the fat she sheds returns in the form of her blood-thirsty doppelgänger.,en,Horror,https://image.tmdb.org/t/p/w500/ubsAc9vU7FYoMcWAIokD2L6nRQZ.jpg,"Melissa Macedo, Michelle Macedo, Mary Beth Barone, Brian Huskey, Annie Ilonzeh, Gavin Stenhouse, Shannon Dang",https://www.youtube.com/watch?v=HHpo2GsSkys,2026-05-08,new_release,0.0008337166648144839,0.52,4
1308388,movie,Hunting Matthew Nichols,Hunting Matthew Nichols,2026-04-10,0.0,0,0.6553,"Twenty-three years after her brother mysteriously disappeared, a documentary filmmaker sets out to solve his missing person's case. But when a disturbing piece of evidence is revealed, she comes to believe that her brother might still be alive.",en,"Horror, Mystery",https://image.tmdb.org/t/p/w500/d6I1mvnGUaU57kSFeXxNWlQB934.jpg,"Markian Tarasiuk, Ryan Alexander McDonald, Miranda MacDougall, Christine Willes, Susinn McFarlen, Izzy Bull Bear, James Ross, Trevor Carroll",https://www.youtube.com/watch?v=SxnwSNp0848,2026-05-08,new_release,0.000883108203262436,0.0,4
1650851,movie,Anyone lived in a pretty how town,Anyone lived in a pretty how town,2026-01-24,0.0,0,0.7212,"The late Dr. Jane Goodall narrates the titular poem by E.E. Cummings, in which a man named ""anyone"" and a woman named ""no one"" develop a profound love connection within their bucolic but increasingly alienated community.",en,"Animation, Romance",https://image.tmdb.org/t/p/w500/sEU9QrBtrYEvxvArdeKxRWEWhvG.jpg,Jane Goodall,,2026-05-08,new_release,0.0009861114432535767,0.0,4
1011966,movie,Takeover,Takeover,2026-05-08,0.0,0,0.6466,"Guy Miller is on parolee and trying to rehabilitate his life, but circumstances bring him back to the dangerous Atlanta. And he must live up to his reputation as one of the slickest street operators in a deadly race against the clock.",en,,https://image.tmdb.org/t/p/w500/l1UMblbIHLVlTe1AledVellv9Um.jpg,"Quavo, Dave Willis, Danny Boyd Jr., Tetra Lloyd, Jose Miguel Vasquez, Barry Hanley, Esmeree Sterling, John Crow",,2026-05-08,new_release,0.0008695098999555631,0.0,4
1654229,movie,Sound Asleep,Sound Asleep,2026-04-10,0.0,0,0.7138,"When an insomniac reaches breaking point, he goes to war with every sound in his home - no matter the cost.  Deen Peels needs sleep, but the world just won't shut up. The ticks, clicks and drips are driving him insane, and the shagging through the walls is just too much. Over one relentless night, he's determined to take back control, even if it kills him. Silence isn't golden; it's war.",en,Comedy,https://image.tmdb.org/t/p/w500/a6HV8ecaqcny4rIfUdD75zTyYh.jpg,"Danny John-Jules, Susan Husband, Nadaav Soudry, Cavatina",,2026-05-08,new_release,0.0009745450703258919,0.0,4
1435393,movie,More Beautiful Perversions,More Beautiful Perversions,2026-04-02,0.0,0,0.5068,"A reject teenager follows some hot radicals and finds themself in the woods.  An eco-parable produced by a mutual aid collective, shot on 16mm and portions hand-processed with plants.",en,,https://image.tmdb.org/t/p/w500/2bUIlssjBXmUSKmzQUhEIqdCqbK.jpg,"Zahara Jaime, Alli Logout, Gregory Barnett, Lila Doliner, Daria McKnight, Jack Meriwether, Jasmine Lupe Mendoza, Gabriela Grant",,2026-05-08,new_release,0.0006509992330244331,0.0,5
1307524,movie,Lady Parts,Lady Parts,2026-04-04,0.0,0,0.5495,"Traci, a gallerist, is relentlessly pursued by a sadistic killer fixated on a painting that once graced her gallery's centerpiece. Following a home invasion, Traci's friends come to offer solace and protection. But as the bodies begin to pile up, Traci is thrust into a desperate search for the painting, knowing it’s the only chance to stop the killer’s relentless slaughter.",en,Horror,https://image.tmdb.org/t/p/w500/9V5QGtfdp9CEtby114U9H7x8VLH.jpg,"Shea Briar, Donnie Lester, Jilliann Symes, Alyssa Gordon, Natasha Marrero, Hailey Jensen, Haley Ragon, Raven Stone",,2026-05-08,new_release,0.0007177403308639127,0.0,5
1356956,movie,The Singing Priest,The Singing Priest,2026-04-02,10.0,1,0.9137,"In 2015, Roman Catholic priest Rob Galea joined the Australian version of The X Factor but, due to his holy duties, had to withdraw. But this didn't stop him from becoming a widely beloved contemporary Christian singer-songwriter.",en,"Drama, Music",https://image.tmdb.org/t/p/w500/8jNMbvFEptna6P2VBSHtQ0ndh2C.jpg,"Matteo Bocelli, Roberto Benigni, Artin John, Andrea Bocelli",https://www.youtube.com/watch?v=1kck-5eL_Ws,2026-05-08,new_release,0.0012869934417102475,1.0,5
1647828,movie,A Fleeting Fugue,A Fleeting Fugue,2026-03-25,0.0,0,0.5156,A songwriter desperately tries to hold on to a new melody as they navigate through the sounds of the big city,en,,https://image.tmdb.org/t/p/w500/zRSaVn1c5veJWs3Zpr4re7wab9n.jpg,Edward Barbini,,2026-05-08,new_release,0.0006647538386681664,0.0,5
1683528,movie,Come What May,Come What May,2026-04-28,1.0,1,0.4093,"Come What May tells the full story of Ralphie May through the comics who stood beside him, the friends who knew him best, and the people who watched him burn bright at the center of comedy.",en,Documentary,https://image.tmdb.org/t/p/w500/cNbgGnEJfKpEKf98QcUzuCIUOn7.jpg,"Alonzo Bodden, Tiffany Haddish, Maz Jobrani, Barry Katz, Jay Mohr, Kevin Smith, Bob Saget, Jay Leno",,2026-05-08,new_release,0.00049860445458534,0.1,5
1616429,movie,American Youngboy,American Youngboy,2026-04-22,0.0,0,0.3658,A concert film that explores both the scale of YoungBoy’s cultural impact and the personal realities of life on the road at the highest level.,en,"Documentary, Music",https://image.tmdb.org/t/p/w500/c9SSH3ZhyvKYrO0W6jY3dfHCXQy.jpg,YoungBoy Never Broke Again,,2026-05-08,new_release,0.0004306129380509755,0.0,5
1538581,movie,Demonetize,Demonetize,2026-04-12,0.0,0,0.3853,Out-of-work television ghost hunters discover the key to getting their jobs back - and proving ghosts are real - is by working with the last group of people anyone would expect: Social Media Stars.,en,"Horror, Comedy",https://image.tmdb.org/t/p/w500/q7fwf5iEmTGBDbl7LAcss50tRFG.jpg,"Doug Jones, Matthew Cardarople, Janine Hogan, Lexi Collins, Sean Carrigan, Kimia Behpoornia, Cherdleys, Juliano Hodges",,2026-05-08,new_release,0.0004610918937387941,0.0,5
991332,movie,Kanaval,Kanaval,2026-04-06,5.5,2,0.2978,"In the mid-1970s, Rico, a 9-year-old Haitian boy, was brutally torn from his native land  along with Erzulie, his mother, to a strange planet called Canada. Since their arrival, a  distance seems to have grown between mother and son. To regain the love of his mother, Rico will have to understand this New World populated by individuals with strange habits  and customs. Fortunately for him, he can count on Kana, his imaginary friend who comes  straight out of Haitian mythology.",fr,"Drama, Fantasy",https://image.tmdb.org/t/p/w500/tfpzXqomlTbHtXfYawfV3eW0HrK.jpg,"Rayan Dieudonné, Penande Estime, Martin Dubreuil, Claire Jacques, Tyler Epassy, Jean Jean, Rykko Bellemare, Sylvain Massé",https://www.youtube.com/watch?v=DVUIvaQ0Ngo,2026-05-08,new_release,0.00032432734898576196,0.55,5
1653435,movie,ONE OK ROCK DETOX JAPAN TOUR AT NISSAN STADIUM 2025 IN CINEMAS,ONE OK ROCK DETOX JAPAN TOUR AT NISSAN STADIUM 2025 IN CINEMAS,2026-04-30,0.0,0,0.5287,"ONE OK ROCK DETOX JAPAN TOUR 2025 AT NISSAN STADIUM IN CINEMAS unleashes the raw pulse of a career-defining night—documenting the band's commanding takeover of Japan's iconic Nissan Stadium—where thunderous riffs, soaring vocals, and 70,000 voices collide into something electric, forging an unbreakable bond between the band and their worldwide legion of fans.",ja,"Music, Documentary",https://image.tmdb.org/t/p/w500/yFkC2pR8GlpcMZRkH7jG6exwhfe.jpg,"Takahiro Moriuchi, Toru Yamashita, Ryota Kohama, Tomoya Kanki",https://www.youtube.com/watch?v=w1tJcGRStBY,2026-05-08,new_release,0.0006852294447969061,0.0,5
1400756,movie,"Mad Bills to Pay (or Destiny, dile que no soy malo)","Mad Bills to Pay (or Destiny, dile que no soy malo)",2026-04-17,0.0,0,0.3041,"Rico’s summer is a mix of chasing girls and hustling homemade cocktails out of a cooler on Orchard Beach, the Bronx. But when Destiny, his teenage girlfriend, crashes at his place with his family, it’s only a matter of time before his carefree days come spiraling down.",en,Drama,https://image.tmdb.org/t/p/w500/5f0AG1eGsRC5aIdUGt8wAkrTSuS.jpg,"Juan Collado, Destiny Checo, Yohanna Florentino, Nathaly Navarro",https://www.youtube.com/watch?v=H7oz4ixPiSI,2026-05-08,new_release,0.00033417439620798023,0.0,5
1304472,movie,Eraserheads: Combo on the Run,Eraserheads: Combo on the Run,2026-04-24,0.0,0,0.3771,"When the Eraserheads formed in 1989, their music swept the country. But the REAL story behind the group has remain untold. Until now...",tl,"Documentary, Music",https://image.tmdb.org/t/p/w500/8InI7TXlg4FYLIrNw5aBTwbUlIb.jpg,"Ely Buendia, Raymund Marasigan, Buddy Zabala, Marcus Adoro, Paolo Valenciano, Dr. Day Cabuhat, Maria Diane Ventura, Sharon Cuneta",https://www.youtube.com/watch?v=ejg5WLHpq6Y,2026-05-08,new_release,0.0004482751021162242,0.0,5
1421979,movie,The Python Hunt,The Python Hunt,2026-05-08,0.0,0,0.4564,"Every year, the Florida government invites the general public to compete in an invasive python removal contest in the Everglades. For ten nights, an eclectic group of hunters confront the dangerous terrain, nocturnal creatures and their own desires.",en,Documentary,https://image.tmdb.org/t/p/w500/vDk4hXklfneXGazpyW1RXTnyG4h.jpg,"Toby Benoit, Anne Stratton Hilts, Jimbo McCartney, Shannon McCartney, Richard Perenyi, Joe Wasilewski, Madison Oliveira",,2026-05-08,new_release,0.0005722228552466865,0.0,5
1665076,movie,The Proctor,The Proctor,2026-04-15,0.0,0,0.3273,A 56-year-old man stuck repeating senior year since 1986 gets one last shot at graduation when a new state exam system forces him to face the test he's spent decades avoiding.,en,Comedy,https://image.tmdb.org/t/p/w500/v3kWJq3ZOYD67vT38EBHcFZeul7.jpg,"Ed Huether, Russ Camarda, Tom Ciorciari, Deborah Twiss, Jackie Martling, Sophie Kelly-Hedrick, Jacob Berland, Jordan Hue",https://www.youtube.com/watch?v=0nEDXV5ji8Y,2026-05-08,new_release,0.00037043653835964135,0.0,5
